CID,CID number,Coding Scheme Designator,Code Value,Code Meaning,SNOMED-RT ID,SNOMED URL
CID 12 Radiographic Contrast Agent,12,SCT,89595000,Iodized oil,C-B0319,http://snomed.info/id/89595000
CID 12 Radiographic Contrast Agent,12,SCT,86584005,Iodoalphionic acid,C-B0323,http://snomed.info/id/86584005
CID 12 Radiographic Contrast Agent,12,SCT,74554008,Iodophthalein,C-B0341,http://snomed.info/id/74554008
CID 12 Radiographic Contrast Agent,12,SCT,40710000,Iodopyracet,C-B0327,http://snomed.info/id/40710000
CID 12 Radiographic Contrast Agent,12,SCT,109218004,Iohexol,C-B0322,http://snomed.info/id/109218004
CID 12 Radiographic Contrast Agent,12,RADLEX,RID11585,Ionic iodinated contrast agent,,
CID 12 Radiographic Contrast Agent,12,SCT,109219007,Iopamidol,C-B0329,http://snomed.info/id/109219007
CID 12 Radiographic Contrast Agent,12,SCT,76155001,Iopanoic acid,C-B0328,http://snomed.info/id/76155001
CID 12 Radiographic Contrast Agent,12,SCT,28121005,Iophendylate,C-B0331,http://snomed.info/id/28121005
CID 12 Radiographic Contrast Agent,12,SCT,23053002,Iophenoxic acid,C-B0333,http://snomed.info/id/23053002
CID 12 Radiographic Contrast Agent,12,SCT,353903006,Iopromide,C-B0382,http://snomed.info/id/353903006
CID 10 Interventional Drug,10,SCT,6425004,Antihistamine,C-51000,http://snomed.info/id/6425004
CID 10 Interventional Drug,10,SCT,73949004,Atropine,C-67770,http://snomed.info/id/73949004
CID 10 Interventional Drug,10,SCT,30492008,Diuretic,C-72000,http://snomed.info/id/30492008
CID 10 Interventional Drug,10,SCT,67507000,Antiarrhythmic drug,C-80110,http://snomed.info/id/67507000
CID 10 Interventional Drug,10,SCT,111139005,Inotropic agent,C-80120,http://snomed.info/id/111139005
CID 10 Interventional Drug,10,NCIt,C78322,Cardiotonic agent,,
CID 10 Interventional Drug,10,SCT,373263004,Cardiac adrenergic blocking agent,F-6181D,http://snomed.info/id/373263004
CID 10 Interventional Drug,10,SCT,67440007,Alpha-adrenergic blocking agent,C-80131,http://snomed.info/id/67440007
CID 10 Interventional Drug,10,SCT,33252009,beta-Adrenergic blocking agent,C-80135,http://snomed.info/id/33252009
CID 10 Interventional Drug,10,SCT,796001,Digoxin,C-80330,http://snomed.info/id/796001
CID 10 Interventional Drug,10,SCT,82573000,Lidocaine,C-80400,http://snomed.info/id/82573000
CID 10 Interventional Drug,10,SCT,61773008,Lidocaine hydrochloride,C-80401,http://snomed.info/id/61773008
CID 10 Interventional Drug,10,SCT,85272000,Nifedipine,C-80430,http://snomed.info/id/85272000
CID 10 Interventional Drug,10,SCT,55745002,Propranolol,C-80450,http://snomed.info/id/55745002
CID 10 Interventional Drug,10,SCT,31306009,Quinidine,C-80460,http://snomed.info/id/31306009
CID 12308 Ultrasound Shear Wave Measurements,12308,DCM,130611,Shear Wave Speed,,
CID 12308 Ultrasound Shear Wave Measurements,12308,DCM,110830,Elasticity,,
CID 12308 Ultrasound Shear Wave Measurements,12308,DCM,130612,Shear Wave Dispersion Slope,,
CID 12308 Ultrasound Shear Wave Measurements,12308,DCM,130613,ROI Depth,,
CID 12308 Ultrasound Shear Wave Measurements,12308,SCT,131184002,Area of defined region,G-A16A,http://snomed.info/id/131184002
CID 30 DICOM Devices,30,DCM,STAIN,Automated Slide Stainer,,
CID 30 DICOM Devices,30,DCM,WSD,Workstation,,
CID 12 Radiographic Contrast Agent,12,SCT,353912008,Iothalamate,C-B038B,http://snomed.info/id/353912008
CID 12 Radiographic Contrast Agent,12,SCT,109222009,Ioversol,C-B0332,http://snomed.info/id/109222009
CID 12 Radiographic Contrast Agent,12,SCT,412228003,Ioxaglate,F-61E1C,http://snomed.info/id/412228003
CID 12 Radiographic Contrast Agent,12,SCT,409484007,Ioxilan,C-B0303,http://snomed.info/id/409484007
CID 12 Radiographic Contrast Agent,12,SCT,87445005,Ipodate,C-B0335,http://snomed.info/id/87445005
CID 12 Radiographic Contrast Agent,12,RXNORM,236987,Mangafodipir trisodium,,
CID 12 Radiographic Contrast Agent,12,SCT,47192000,Meglumine diatrizoate,C-B0345,http://snomed.info/id/47192000
CID 12 Radiographic Contrast Agent,12,SCT,69783005,Meglumine iodipamide,C-B0324,http://snomed.info/id/69783005
CID 12 Radiographic Contrast Agent,12,SCT,90733003,Metrizamide,C-B0348,http://snomed.info/id/90733003
CID 12 Radiographic Contrast Agent,12,SCT,354094002,Metrizoate,C-B03C9,http://snomed.info/id/354094002
CID 12 Radiographic Contrast Agent,12,RADLEX,RID38696,Non-ionic iodinated contrast agent,,
CID 12 Radiographic Contrast Agent,12,SCT,43538006,Non radiopaque medium,C-B0312,http://snomed.info/id/43538006
CID 12 Radiographic Contrast Agent,12,SCT,24099007,Oxygen,C-10110,http://snomed.info/id/24099007
CID 12 Radiographic Contrast Agent,12,SCT,111158001,Propyliodone,C-B0337,http://snomed.info/id/111158001
CID 12 Radiographic Contrast Agent,12,SCT,7140000,Radiopaque medium,C-B0300,http://snomed.info/id/7140000
CID 12 Radiographic Contrast Agent,12,SCT,32836007,Sodium acetrizoate,C-B0338,http://snomed.info/id/32836007
CID 10 Interventional Drug,10,SCT,47898004,Verapamil,C-80490,http://snomed.info/id/47898004
CID 10 Interventional Drug,10,SCT,1182007,Hypotensive agent,C-81100,http://snomed.info/id/1182007
CID 10 Interventional Drug,10,SCT,4382004,Centrally acting hypotensive agent,C-81120,http://snomed.info/id/4382004
CID 10 Interventional Drug,10,SCT,71759000,Nitroglycerin,C-81560,http://snomed.info/id/71759000
CID 10 Interventional Drug,10,SCT,10712001,Glucagon preparation,C-A2010,http://snomed.info/id/10712001
CID 10 Interventional Drug,10,SCT,81839001,Anticoagulant,C-A6500,http://snomed.info/id/81839001
CID 10 Interventional Drug,10,SCT,48603004,Warfarin,C-A6530,http://snomed.info/id/48603004
CID 10 Interventional Drug,10,SCT,84812008,Heparin,C-A6540,http://snomed.info/id/84812008
CID 10 Interventional Drug,10,SCT,3361000,Anti-heparin agent,C-A6700,http://snomed.info/id/3361000
CID 10 Interventional Drug,10,SCT,64520006,Protamine sulfate,C-A6710,http://snomed.info/id/64520006
CID 10 Interventional Drug,10,SCT,373746004,Coagulant,F-61642,http://snomed.info/id/373746004
CID 10 Interventional Drug,10,SCT,418326009,Human fibrinogen,F-D7011,http://snomed.info/id/418326009
CID 10 Interventional Drug,10,SCT,26370007,Hemostatic agent,C-A7000,http://snomed.info/id/26370007
CID 10 Interventional Drug,10,SCT,60533005,Astringent drug,C-A7001,http://snomed.info/id/60533005
CID 10 Interventional Drug,10,SCT,59057006,Antihemophilic factor preparation,C-A7021,http://snomed.info/id/59057006
CID 12 Radiographic Contrast Agent,12,SCT,83423008,Sodium diprotrizoate,C-B0342,http://snomed.info/id/83423008
CID 12 Radiographic Contrast Agent,12,SCT,925002,Sodium iodipamide,C-B0325,http://snomed.info/id/925002
CID 12 Radiographic Contrast Agent,12,SCT,38344006,Sodium iodomethamate,C-B0344,http://snomed.info/id/38344006
CID 12 Radiographic Contrast Agent,12,SCT,109212003,Sodium tyropanoate,C-B0314,http://snomed.info/id/109212003
CID 12 Radiographic Contrast Agent,12,SCT,11713004,Water,C-10120,http://snomed.info/id/11713004
CID 10 Interventional Drug,10,SCT,36176003,Thrombin preparation,F-6ACA0,http://snomed.info/id/36176003
CID 10 Interventional Drug,10,SCT,387124009,Thromboplastin,F-61C97,http://snomed.info/id/387124009
CID 10 Interventional Drug,10,SCT,13132007,Dextran,C-A7220,http://snomed.info/id/13132007
CID 10 Interventional Drug,10,SCT,303960004,Thrombolytic agent,C-50434,http://snomed.info/id/303960004
CID 10 Interventional Drug,10,SCT,395889004,Streptokinase,F-66005,http://snomed.info/id/395889004
CID 10 Interventional Drug,10,SCT,59082006,Urokinase preparation,C-A7430,http://snomed.info/id/59082006
CID 10 Interventional Drug,10,SCT,764170006,Fibrinolysin,,
CID 10 Interventional Drug,10,SCT,19041007,Tolazoline hydrocholoride,C-815E1,http://snomed.info/id/19041007
CID 10 Interventional Drug,10,SCT,387362001,Epinephrine,F-B2135,http://snomed.info/id/387362001
CID 10 Interventional Drug,10,SCT,372787008,Vasodilator,F-61957,http://snomed.info/id/372787008
CID 10 Interventional Drug,10,SCT,372784001,Papaverine,F-61955,http://snomed.info/id/372784001
CID 10 Interventional Drug,10,SCT,372863003,Phentolamine,F-6199B,http://snomed.info/id/372863003
CID 10 Interventional Drug,10,SCT,48988008,Prostaglandin E1,F-BA070,http://snomed.info/id/48988008
CID 5 Transducer Approach,5,SCT,24028007,Right,G-A100,http://snomed.info/id/24028007
CID 5 Transducer Approach,5,SCT,7771000,Left,G-A101,http://snomed.info/id/7771000
CID 5 Transducer Approach,5,SCT,49370004,Lateral,G-A104,http://snomed.info/id/49370004
CID 5 Transducer Approach,5,SCT,255549009,Anterior,R-404CC,http://snomed.info/id/255549009
CID 5 Transducer Approach,5,SCT,255551008,Posterior,R-404CE,http://snomed.info/id/255551008
CID 5 Transducer Approach,5,SCT,3583002,Caudal,G-A108,http://snomed.info/id/3583002
CID 5 Transducer Approach,5,SCT,255561001,Medial,R-404D5,http://snomed.info/id/255561001
CID 5 Transducer Approach,5,SCT,26216008,Central,G-A110,http://snomed.info/id/26216008
CID 5 Transducer Approach,5,SCT,14414005,Peripheral,G-A111,http://snomed.info/id/14414005
CID 5 Transducer Approach,5,SCT,261074009,External,R-40941,http://snomed.info/id/261074009
CID 5 Transducer Approach,5,SCT,260521003,Internal,R-40819,http://snomed.info/id/260521003
CID 5 Transducer Approach,5,SCT,261089000,Inferior,R-4094A,http://snomed.info/id/261089000
CID 5 Transducer Approach,5,SCT,264217000,Superior,R-42191,http://snomed.info/id/264217000
CID 5 Transducer Approach,5,SCT,62824007,Transverse,G-A117,http://snomed.info/id/62824007
CID 5 Transducer Approach,5,SCT,40415009,Proximal,G-A118,http://snomed.info/id/40415009
CID 5 Transducer Approach,5,SCT,46053002,Distal,G-A119,http://snomed.info/id/46053002
CID 5 Transducer Approach,5,SCT,43674008,Apical,G-A122,http://snomed.info/id/43674008
CID 5 Transducer Approach,5,SCT,410679008,Surface,G-A206,http://snomed.info/id/410679008
CID 5 Transducer Approach,5,SCT,79458005,Ascending,G-A599,http://snomed.info/id/79458005
CID 5 Transducer Approach,5,SCT,75294000,Descending,G-A600,http://snomed.info/id/75294000
CID 5 Transducer Approach,5,SCT,71966008,Subcutaneous tissue,T-03000,http://snomed.info/id/71966008
CID 5 Transducer Approach,5,SCT,18545000,Dura mater,T-A1120,http://snomed.info/id/18545000
CID 5 Transducer Approach,5,SCT,23180006,Pia mater,T-A1280,http://snomed.info/id/23180006
CID 5 Transducer Approach,5,SCT,102322008,External prosthesis for sonographic procedure [Stand-off],A-2C600,http://snomed.info/id/102322008
CID 5 Transducer Approach,5,SCT,102323003,Water bag prosthesis for imaging procedure,A-2C602,http://snomed.info/id/102323003
CID 5 Transducer Approach,5,SCT,102324009,Saline bag prosthesis for imaging procedure,A-2C604,http://snomed.info/id/102324009
CID 5 Transducer Approach,5,SCT,102325005,Gel prosthesis for imaging procedure,A-2C606,http://snomed.info/id/102325005
CID 5 Transducer Approach,5,SCT,66787007,Cranial,G-A107,http://snomed.info/id/66787007
CID 5 Transducer Approach,5,SCT,261129000,Midline,G-A10A,http://snomed.info/id/261129000
CID 5 Transducer Approach,5,SCT,103342007,Mid-longitudinal,G-A188,http://snomed.info/id/103342007
CID 5 Transducer Approach,5,SCT,103343002,Parasagittal,G-A189,http://snomed.info/id/103343002
CID 5 Transducer Approach,5,SCT,264045001,Intraluminal,R-42142,http://snomed.info/id/264045001
CID 5 Transducer Approach,5,SCT,11070000,Capsular,G-A171,http://snomed.info/id/11070000
CID 5 Transducer Approach,5,SCT,113342003,Lumen,T-D0048,http://snomed.info/id/113342003
CID 5 Transducer Approach,5,SCT,11723008,Contact with,G-4022,http://snomed.info/id/11723008
CID 5 Transducer Approach,5,SCT,91772007,Parenchyma,T-D0062,http://snomed.info/id/91772007
CID 12307 Cardiac Phases and Time Points,12307,DCM,125320,Electromechanical Delay,,
CID 12307 Cardiac Phases and Time Points,12307,DCM,125321,Pre-ejection Period,,
CID 12307 Cardiac Phases and Time Points,12307,SCT,111973004,Systole,F-32020,http://snomed.info/id/111973004
CID 12307 Cardiac Phases and Time Points,12307,SCT,444379001,Ventricular Isovolumic Contraction,R-40B12,http://snomed.info/id/444379001
CID 12307 Cardiac Phases and Time Points,12307,SCT,444371003,Ventricular Ejection (S-wave),R-40B11,http://snomed.info/id/444371003
CID 12307 Cardiac Phases and Time Points,12307,SCT,416430001,End Systole,R-FAB5B,http://snomed.info/id/416430001
CID 12307 Cardiac Phases and Time Points,12307,SCT,90892000,Diastole,F-32010,http://snomed.info/id/90892000
CID 12307 Cardiac Phases and Time Points,12307,SCT,444361000,Ventricular Isovolumic Relaxation,R-40B10,http://snomed.info/id/444361000
CID 12307 Cardiac Phases and Time Points,12307,DCM,125322,Atrial Diastolic Filling (D-wave),,
CID 12307 Cardiac Phases and Time Points,12307,SCT,444392003,Diastolic Rapid Inflow (E-wave),R-40B1C,http://snomed.info/id/444392003
CID 12307 Cardiac Phases and Time Points,12307,SCT,444469002,Diastasis,R-40B21,http://snomed.info/id/444469002
CID 12307 Cardiac Phases and Time Points,12307,SCT,59972007,Atrial Systole (A-wave),F-32030,http://snomed.info/id/59972007
CID 12307 Cardiac Phases and Time Points,12307,DCM,125323,AR-wave,,
CID 12307 Cardiac Phases and Time Points,12307,SCT,416190007,End Diastole,R-FAB5C,http://snomed.info/id/416190007
CID 12307 Cardiac Phases and Time Points,12307,DCM,125324,Full Cardiac Cycle,,
CID 12305 Basic Echo Anatomic Sites,12305,SCT,8128003,Aortic Root,T-42110,http://snomed.info/id/8128003
CID 12305 Basic Echo Anatomic Sites,12305,SCT,443167003,Aortic Sinotubular Junction,T-42102,http://snomed.info/id/443167003
CID 12305 Basic Echo Anatomic Sites,12305,SCT,34202007,Aortic Valve,T-35400,http://snomed.info/id/34202007
CID 12305 Basic Echo Anatomic Sites,12305,SCT,77583004,Aortic Valve Ring,T-35410,http://snomed.info/id/77583004
CID 12305 Basic Echo Anatomic Sites,12305,SCT,128564006,Apex of left ventricle,T-32602,http://snomed.info/id/128564006
CID 12305 Basic Echo Anatomic Sites,12305,SCT,128565007,Apex of right ventricle,T-32502,http://snomed.info/id/128565007
CID 12305 Basic Echo Anatomic Sites,12305,SCT,54247002,Ascending Aorta,T-42100,http://snomed.info/id/54247002
CID 12305 Basic Echo Anatomic Sites,12305,SCT,64131007,Inferior vena cava,T-48710,http://snomed.info/id/64131007
CID 12305 Basic Echo Anatomic Sites,12305,SCT,589001,Interventricular septum,T-32410,http://snomed.info/id/589001
CID 12305 Basic Echo Anatomic Sites,12305,SCT,399086000,Lateral Mitral Annulus,G-0392,http://snomed.info/id/399086000
CID 12305 Basic Echo Anatomic Sites,12305,SCT,82471001,Left Atrium,T-32300,http://snomed.info/id/82471001
CID 12305 Basic Echo Anatomic Sites,12305,SCT,50408007,Left Pulmonary Artery,T-44400,http://snomed.info/id/50408007
CID 12305 Basic Echo Anatomic Sites,12305,SCT,87878005,Left Ventricle,T-32600,http://snomed.info/id/87878005
CID 12305 Basic Echo Anatomic Sites,12305,SCT,264844003,Left ventricle apical anterior segment,T-32613,http://snomed.info/id/264844003
CID 12305 Basic Echo Anatomic Sites,12305,DCM,130623,Left ventricle apical anterolateral segment,,
CID 12305 Basic Echo Anatomic Sites,12305,DCM,130620,Left ventricle apical anteroseptal segment,,
CID 12305 Basic Echo Anatomic Sites,12305,SCT,264849008,Left ventricle apical inferior segment,T-32618,http://snomed.info/id/264849008
CID 12305 Basic Echo Anatomic Sites,12305,DCM,130622,Left ventricle apical inferolateral segment,,
CID 12305 Basic Echo Anatomic Sites,12305,DCM,130621,Left ventricle apical inferoseptal segment,,
CID 12305 Basic Echo Anatomic Sites,12305,SCT,264853005,Left ventricle apical lateral segment,T-3261C,http://snomed.info/id/264853005
CID 12305 Basic Echo Anatomic Sites,12305,SCT,264845002,Left ventricle apical septal segment,T-32614,http://snomed.info/id/264845002
CID 12305 Basic Echo Anatomic Sites,12305,SCT,264850008,Left ventricle basal anterior segment,T-32619,http://snomed.info/id/264850008
CID 12305 Basic Echo Anatomic Sites,12305,SCT,396654005,Left ventricle basal anterolateral segment,R-1007A,http://snomed.info/id/396654005
CID 12305 Basic Echo Anatomic Sites,12305,SCT,396482007,Left ventricle basal anteroseptal segment,R-10075,http://snomed.info/id/396482007
CID 12305 Basic Echo Anatomic Sites,12305,SCT,264846001,Left ventricle basal inferior segment,T-32615,http://snomed.info/id/264846001
CID 12305 Basic Echo Anatomic Sites,12305,SCT,396652009,Left ventricle basal inferolateral segment,R-10079,http://snomed.info/id/396652009
CID 12305 Basic Echo Anatomic Sites,12305,SCT,396646008,Left ventricle basal inferoseptal segment,R-10076,http://snomed.info/id/396646008
CID 12305 Basic Echo Anatomic Sites,12305,SCT,264848000,Left ventricle mid anterior segment,T-32617,http://snomed.info/id/264848000
CID 12305 Basic Echo Anatomic Sites,12305,SCT,396656007,Left ventricle mid anterolateral segment,R-1007C,http://snomed.info/id/396656007
CID 12305 Basic Echo Anatomic Sites,12305,SCT,396647004,Left ventricle mid anteroseptal segment,R-10077,http://snomed.info/id/396647004
CID 12305 Basic Echo Anatomic Sites,12305,SCT,264847005,Left ventricle mid inferior segment,T-32616,http://snomed.info/id/264847005
CID 12305 Basic Echo Anatomic Sites,12305,SCT,396655006,Left ventricle mid inferolateral segment,R-1007B,http://snomed.info/id/396655006
CID 12305 Basic Echo Anatomic Sites,12305,SCT,396649001,Left ventricle mid inferoseptal segment,R-10078,http://snomed.info/id/396649001
CID 12305 Basic Echo Anatomic Sites,12305,SCT,49848007,Left Ventricle Myocardium,T-32620,http://snomed.info/id/49848007
CID 12305 Basic Echo Anatomic Sites,12305,SCT,13418002,Left Ventricle Outflow Tract,T-32650,http://snomed.info/id/13418002
CID 12305 Basic Echo Anatomic Sites,12305,SCT,399093001,Medial Mitral Annulus,G-0391,http://snomed.info/id/399093001
CID 12305 Basic Echo Anatomic Sites,12305,SCT,65197004,Mitral Annulus,T-35310,http://snomed.info/id/65197004
CID 12305 Basic Echo Anatomic Sites,12305,SCT,91134007,Mitral Valve,T-35300,http://snomed.info/id/91134007
CID 12305 Basic Echo Anatomic Sites,12305,SCT,81040000,Pulmonary Artery,T-44000,http://snomed.info/id/81040000
CID 12305 Basic Echo Anatomic Sites,12305,SCT,430757002,Pulmonary Vein,T-4858F,http://snomed.info/id/430757002
CID 12305 Basic Echo Anatomic Sites,12305,SCT,90318009,Pulmonic Ring,T-35210,http://snomed.info/id/90318009
CID 12305 Basic Echo Anatomic Sites,12305,SCT,39057004,Pulmonic Valve,T-35200,http://snomed.info/id/39057004
CID 12305 Basic Echo Anatomic Sites,12305,SCT,73829009,Right Atrium,T-32200,http://snomed.info/id/73829009
CID 12305 Basic Echo Anatomic Sites,12305,SCT,78480002,Right Pulmonary Artery,T-44200,http://snomed.info/id/78480002
CID 12305 Basic Echo Anatomic Sites,12305,SCT,53085002,Right Ventricle,T-32500,http://snomed.info/id/53085002
CID 12305 Basic Echo Anatomic Sites,12305,DCM,125319,Right Ventricle Anterior Wall,,
CID 12305 Basic Echo Anatomic Sites,12305,SCT,277635008,Right Ventricle Basal Segment,T-32504,http://snomed.info/id/277635008
CID 12305 Basic Echo Anatomic Sites,12305,SCT,277634007,Right Ventricle Midventricular Segment,T-32503,http://snomed.info/id/277634007
